TimeStamp,Total particles (ug/m^3),PM10 particles (ug/m^3),PM2.5 particles (ug/m^3),PM1 particles (ug/m^3),Temperature (Celsius),Humidity (% RH),Wind Speed (mtr/sec),Wind Direction (degrees),GPS Coordinates
24/07/2014 00:00:00,19.1,12.2,3.4,0.88,0,0,0,310,"50.38639,-4.8804"
24/07/2014 00:15:00,17.9,10.5,2.86,0.84,0,0,0,310,"50.38639,-4.8804"
24/07/2014 00:30:00,14.8,9.8,2.58,0.8,0,0,0,310,"50.38639,-4.8804"
24/07/2014 00:45:00,15.1,9.2,2.48,0.77,0,0,0,310,"50.38639,-4.8804"
24/07/2014 01:00:00,15.6,9.2,2.43,0.75,0,0,0,310,"50.38639,-4.8804"
24/07/2014 01:15:00,18,10.4,2.31,0.76,0,0,0,310,"50.38639,-4.8804"
24/07/2014 01:30:00,15.2,9,2.27,0.76,0,0,0,310,"50.38639,-4.8804"
24/07/2014 01:45:00,16.9,9.8,2.45,0.78,0,0,0,310,"50.38639,-4.8804"
24/07/2014 02:00:00,17.4,10,2.62,0.81,0,0,0,310,"50.38639,-4.8804"
24/07/2014 02:15:00,14.1,9.5,2.55,0.79,0,0,0,310,"50.38639,-4.8804"
24/07/2014 02:30:00,16.9,10.3,2.73,0.85,0,0,0.2,310,"50.38639,-4.8804"
24/07/2014 02:45:00,15.2,10,2.77,0.89,0,0,0,310,"50.38639,-4.8804"
24/07/2014 03:00:00,16.3,9.9,2.69,0.82,0,0,0,310,"50.38639,-4.8804"
24/07/2014 03:15:00,17.4,10.4,2.65,0.84,0,0,0,310,"50.38639,-4.8804"
24/07/2014 03:30:00,14.6,9.6,2.51,0.8,0,0,0.5,310,"50.38639,-4.8804"
24/07/2014 03:45:00,16,9.9,2.53,0.8,0,0,0.2,310,"50.38639,-4.8804"
24/07/2014 04:00:00,15.3,10.5,2.8,0.87,0,0,0.7,310,"50.38639,-4.8804"
24/07/2014 04:15:00,16.7,10.7,2.9,0.94,0,0,0.9,295,"50.38639,-4.8804"
24/07/2014 04:30:00,16.3,10.7,2.99,0.92,0,0,1,305,"50.38639,-4.8804"
24/07/2014 04:45:00,17,11.8,3.24,1.01,0,0,0.7,300,"50.38639,-4.8804"
24/07/2014 05:00:00,16.7,11.5,3.44,1.05,0,0,0.8,300,"50.38639,-4.8804"
24/07/2014 05:15:00,19.3,11.9,3.51,1.1,0,0,0.8,300,"50.38639,-4.8804"
24/07/2014 05:30:00,17.4,12.1,3.7,1.22,0,0,0.9,300,"50.38639,-4.8804"
24/07/2014 05:45:00,18.8,11.9,3.12,0.93,0,0,0.3,300,"50.38639,-4.8804"
24/07/2014 06:00:00,22.7,13.4,3.43,0.98,0,0,0.8,300,"50.38639,-4.8804"
24/07/2014 06:15:00,24.5,14.4,3.46,1.04,0,0,0.4,300,"50.38639,-4.8804"
24/07/2014 06:30:00,23.5,14.7,3.56,1.07,0,0,0.2,300,"50.38639,-4.8804"
24/07/2014 06:45:00,27.4,15,3.55,1.03,0,0,0.4,300,"50.38639,-4.8804"
24/07/2014 07:00:00,30.5,16.9,3.61,1.06,0,0,0.5,300,"50.38639,-4.8804"
24/07/2014 07:15:00,44.8,22,3.94,1.14,0,0,0.7,300,"50.38639,-4.8804"
24/07/2014 07:30:00,37.1,19.8,3.76,1.08,0,0,0.2,300,"50.38639,-4.8804"
24/07/2014 07:45:00,31.5,18,3.67,1.06,0,0,0.5,300,"50.38639,-4.8804"
24/07/2014 08:00:00,33.1,18.4,3.73,1.08,0,0,0.3,295,"50.38639,-4.8804"
24/07/2014 08:15:00,29,17.6,3.76,1.06,0,0,0,245,"50.38639,-4.8804"
24/07/2014 08:30:00,30.2,17,3.9,1.05,0,0,0,145,"50.38639,-4.8804"
24/07/2014 08:45:00,27.9,16.9,3.96,1.12,0,0,0,135,"50.38639,-4.8804"
24/07/2014 09:00:00,27.8,16.2,3.93,1.04,0,0,0,220,"50.38639,-4.8804"
24/07/2014 09:15:00,34.5,18.9,4.1,1.09,0,0,0,280,"50.38639,-4.8804"
24/07/2014 09:30:00,31.8,18.3,4.32,1.22,0,0,0.2,275,"50.38639,-4.8804"
24/07/2014 09:45:00,35.2,19.7,4.4,1.1,0,0,0.2,300,"50.38639,-4.8804"
24/07/2014 10:00:00,43.1,23.3,4.67,1.13,0,0,0.5,300,"50.38639,-4.8804"
24/07/2014 10:15:00,31.2,18.6,4.51,1.24,0,0,1,295,"50.38639,-4.8804"
24/07/2014 10:30:00,28.7,17.4,4.41,1.16,0,0,0.2,290,"50.38639,-4.8804"
24/07/2014 10:45:00,26.1,15.8,4.1,1.11,0,0,0,290,"50.38639,-4.8804"
24/07/2014 11:00:00,28.4,15.8,3.87,1.06,0,0,0,290,"50.38639,-4.8804"
24/07/2014 11:15:00,45.9,23.9,5.23,1.47,0,0,0,290,"50.38639,-4.8804"
24/07/2014 11:30:00,26.7,16,4.5,1.41,0,0,0,290,"50.38639,-4.8804"
24/07/2014 11:45:00,24,15.1,4.31,1.34,0,0,0,290,"50.38639,-4.8804"
24/07/2014 12:00:00,29.7,17.9,5.01,1.53,0,0,0.7,275,"50.38639,-4.8804"
24/07/2014 12:15:00,51.4,27.6,7.18,2.41,0,0,0.2,295,"50.38639,-4.8804"
24/07/2014 12:30:00,27.1,16.8,5.46,1.88,0,0,0,280,"50.38639,-4.8804"
24/07/2014 12:45:00,22.5,15.3,4.86,1.53,0,0,0.1,280,"50.38639,-4.8804"
24/07/2014 13:00:00,27.1,16,4.73,1.61,0,0,0,275,"50.38639,-4.8804"
24/07/2014 13:15:00,24.8,15.5,4.68,1.51,0,0,0.1,275,"50.38639,-4.8804"
24/07/2014 13:30:00,24.7,15.4,4.55,1.39,0,0,0.1,275,"50.38639,-4.8804"
24/07/2014 13:45:00,23,14.5,4.49,1.4,0,0,0,280,"50.38639,-4.8804"
24/07/2014 14:00:00,21.5,13.9,4.31,1.33,0,0,0.4,280,"50.38639,-4.8804"
24/07/2014 14:15:00,31.2,19.8,5.71,1.73,0,0,0.2,165,"50.38639,-4.8804"
24/07/2014 14:30:00,27.5,17.4,5.62,1.48,0,0,0,150,"50.38639,-4.8804"
24/07/2014 14:45:00,20,12.6,3.7,0.97,0,0,0,155,"50.38639,-4.8804"
24/07/2014 15:00:00,10.8,6.7,2.23,0.74,0,0,0,155,"50.38639,-4.8804"
24/07/2014 15:15:00,19.6,12.5,3.95,1.13,0,0,0,155,"50.38639,-4.8804"
24/07/2014 15:30:00,18.9,10.8,3.22,0.93,0,0,0,200,"50.38639,-4.8804"
24/07/2014 15:45:00,22.9,13.3,3.02,0.74,0,0,0,195,"50.38639,-4.8804"
24/07/2014 16:00:00,22.5,11.4,2.95,0.86,0,0,0.2,170,"50.38639,-4.8804"
24/07/2014 16:15:00,24.9,15.5,5.59,1.35,0,0,0.1,165,"50.38639,-4.8804"
24/07/2014 16:30:00,31.1,18,6.44,1.48,0,0,0.1,165,"50.38639,-4.8804"
24/07/2014 16:45:00,21.9,15.5,6.6,1.51,0,0,0.3,110,"50.38639,-4.8804"
24/07/2014 17:00:00,20.4,14.2,6.45,1.47,0,0,0,115,"50.38639,-4.8804"
24/07/2014 17:15:00,28.3,18.3,6.56,1.52,0,0,0.4,130,"50.38639,-4.8804"
24/07/2014 17:30:00,27.6,18.3,6.27,1.54,0,0,0,135,"50.38639,-4.8804"
24/07/2014 17:45:00,13.6,9.5,4.17,1.14,0,0,0.2,135,"50.38639,-4.8804"
24/07/2014 18:00:00,18.5,10.7,4.02,1.16,0,0,0.2,155,"50.38639,-4.8804"
24/07/2014 18:15:00,17.1,10.8,4.01,1.2,0,0,0.6,235,"50.38639,-4.8804"
24/07/2014 18:30:00,16.1,10.1,3.96,1.25,0,0,0.8,235,"50.38639,-4.8804"
24/07/2014 18:45:00,15.2,10.7,4.2,1.32,0,0,0.9,295,"50.38639,-4.8804"
24/07/2014 19:00:00,15.5,10.7,4.21,1.32,0,0,0.7,295,"50.38639,-4.8804"
24/07/2014 19:15:00,17.1,11.2,3.79,1.17,0,0,0.4,295,"50.38639,-4.8804"
24/07/2014 19:30:00,16.5,11.1,3.7,1.1,0,0,1,295,"50.38639,-4.8804"
24/07/2014 19:45:00,19.8,12,3.39,0.96,0,0,0.5,295,"50.38639,-4.8804"
24/07/2014 20:00:00,16,10.4,2.98,0.82,0,0,0.5,295,"50.38639,-4.8804"
24/07/2014 20:15:00,17.4,11.2,2.99,0.83,0,0,0.3,295,"50.38639,-4.8804"
24/07/2014 20:30:00,20.1,12.5,3.07,0.84,0,0,0,295,"50.38639,-4.8804"
24/07/2014 20:45:00,20.9,12.1,3.09,0.84,0,0,0,295,"50.38639,-4.8804"
24/07/2014 21:00:00,21.7,13.1,3.25,0.88,0,0,0,295,"50.38639,-4.8804"
24/07/2014 21:15:00,20.2,13.3,3.44,0.96,0,0,0.2,295,"50.38639,-4.8804"
24/07/2014 21:30:00,21.5,13.8,3.79,1.06,0,0,0,295,"50.38639,-4.8804"
24/07/2014 21:45:00,24,15.5,3.89,1.06,0,0,0,295,"50.38639,-4.8804"
24/07/2014 22:00:00,25.1,15,3.65,1,0,0,0,295,"50.38639,-4.8804"
24/07/2014 22:15:00,25.8,15.4,3.66,1,0,0,0,295,"50.38639,-4.8804"
24/07/2014 22:30:00,25.7,15.7,3.92,1.1,0,0,0,295,"50.38639,-4.8804"
24/07/2014 22:45:00,24.3,15.1,4.09,1.16,0,0,0.2,295,"50.38639,-4.8804"
24/07/2014 23:00:00,22.6,14.9,3.97,1.15,0,0,0.2,295,"50.38639,-4.8804"
24/07/2014 23:15:00,20.3,13.3,3.56,1.05,0,0,0,295,"50.38639,-4.8804"
24/07/2014 23:30:00,17.6,12.5,3.59,0.99,0,0,0,295,"50.38639,-4.8804"
24/07/2014 23:45:00,18.7,12.6,3.62,1.04,0,0,0,295,"50.38639,-4.8804"
25/07/2014 00:00:00,19.35,12.75,3.59,1.02,0,0,0.15,295,"50.38639,-4.8804"
25/07/2014 00:15:00,20,12.9,3.57,1,0,0,0.3,295,"50.38639,-4.8804"
25/07/2014 00:30:00,19.8,13.1,3.77,1.09,0,0,0.6,295,"50.38639,-4.8804"
25/07/2014 00:45:00,18.6,13.5,3.9,1.14,0,0,0.6,295,"50.38639,-4.8804"
25/07/2014 01:00:00,19.2,13,3.77,1.1,0,0,0.2,295,"50.38639,-4.8804"
25/07/2014 01:15:00,21.8,13.6,3.65,1.14,0,0,0.5,295,"50.38639,-4.8804"
25/07/2014 01:30:00,15.6,10.8,3.03,0.97,0,0,0.4,295,"50.38639,-4.8804"
25/07/2014 01:45:00,12.8,9.4,2.83,1.02,0,0,2.3,300,"50.38639,-4.8804"
25/07/2014 02:00:00,16.8,12.5,4.27,1.39,0,0,0.6,300,"50.38639,-4.8804"
25/07/2014 02:15:00,15.9,10.3,3.21,1.19,0,0,0,300,"50.38639,-4.8804"
25/07/2014 02:30:00,14,9.2,2.58,0.99,0,0,0,300,"50.38639,-4.8804"
25/07/2014 02:45:00,16.4,10.2,2.6,0.98,0,0,0,300,"50.38639,-4.8804"
25/07/2014 03:00:00,14.9,9.5,2.63,1.03,0,0,0,300,"50.38639,-4.8804"
25/07/2014 03:15:00,17.3,10.6,2.52,0.97,0,0,0,300,"50.38639,-4.8804"
25/07/2014 03:30:00,17.7,10.3,2.56,0.99,0,0,0,300,"50.38639,-4.8804"
25/07/2014 03:45:00,15.3,9.7,2.51,0.96,0,0,0,300,"50.38639,-4.8804"
25/07/2014 04:00:00,17.1,10.7,2.74,1,0,0,0,300,"50.38639,-4.8804"
25/07/2014 04:15:00,16.7,10.9,2.84,0.98,0,0,0,300,"50.38639,-4.8804"
25/07/2014 04:30:00,17,11.1,2.97,0.97,0,0,0,325,"50.38639,-4.8804"
25/07/2014 04:45:00,16.9,12,3.32,1.05,0,0,0,325,"50.38639,-4.8804"
25/07/2014 05:00:00,17.3,11.4,3.14,0.94,0,0,0,325,"50.38639,-4.8804"
25/07/2014 05:15:00,19.9,12.1,2.99,0.77,0,0,0,295,"50.38639,-4.8804"
25/07/2014 05:30:00,16,11.2,3.05,0.79,0,0,0,75,"50.38639,-4.8804"
25/07/2014 05:45:00,17.2,10.7,2.73,0.67,0,0,0,215,"50.38639,-4.8804"
25/07/2014 06:00:00,15.3,10,2.6,0.65,0,0,0,205,"50.38639,-4.8804"
25/07/2014 06:15:00,13.6,8.5,2.51,0.68,0,0,0,250,"50.38639,-4.8804"
25/07/2014 06:30:00,13.2,8.6,2.66,0.69,0,0,0,275,"50.38639,-4.8804"
25/07/2014 06:45:00,14.5,9.1,2.75,0.72,0,0,0,275,"50.38639,-4.8804"
25/07/2014 07:00:00,13.6,8.7,2.83,0.79,0,0,0,275,"50.38639,-4.8804"
25/07/2014 07:15:00,13.3,8.3,2.52,0.7,0,0,0,275,"50.38639,-4.8804"
25/07/2014 07:30:00,8.9,6.4,2.07,0.64,0,0,0,320,"50.38639,-4.8804"
25/07/2014 07:45:00,11.4,6.7,1.86,0.57,0,0,0,320,"50.38639,-4.8804"
25/07/2014 08:00:00,13.9,8.9,2.3,0.68,0,0,0,320,"50.38639,-4.8804"
25/07/2014 08:15:00,15.6,9.4,2.35,0.69,0,0,0,220,"50.38639,-4.8804"
25/07/2014 08:30:00,13.3,8,2.3,0.76,0,0,0,175,"50.38639,-4.8804"
25/07/2014 08:45:00,13.4,8,2.07,0.72,0,0,0,175,"50.38639,-4.8804"
25/07/2014 09:00:00,13.3,7.8,2.04,0.76,0,0,0,145,"50.38639,-4.8804"
25/07/2014 09:15:00,15.2,8.5,1.9,0.67,0,0,0,115,"50.38639,-4.8804"
25/07/2014 09:30:00,14.6,8.5,2,0.72,0,0,0,175,"50.38639,-4.8804"
25/07/2014 09:45:00,16,9.5,2.19,0.76,0,0,0,240,"50.38639,-4.8804"
25/07/2014 10:00:00,19,10.5,2.44,0.83,0,0,0,305,"50.38639,-4.8804"
25/07/2014 10:15:00,18.8,10.8,2.41,0.83,0,0,0,305,"50.38639,-4.8804"
25/07/2014 10:30:00,18.2,10.3,2.42,0.84,0,0,0,300,"50.38639,-4.8804"
25/07/2014 10:45:00,17.4,9.4,2.29,0.78,0,0,0,300,"50.38639,-4.8804"
25/07/2014 11:00:00,18,9.5,2.25,0.84,0,0,0.1,305,"50.38639,-4.8804"
25/07/2014 11:15:00,18.9,9.9,2.15,0.81,0,0,0,305,"50.38639,-4.8804"
25/07/2014 11:30:00,18,9.6,2.3,0.83,0,0,0,285,"50.38639,-4.8804"
25/07/2014 11:45:00,17.9,10,2.76,1.03,0,0,1,320,"50.38639,-4.8804"
25/07/2014 12:00:00,18.1,9.8,2.66,0.95,0,0,0.2,310,"50.38639,-4.8804"
25/07/2014 12:15:00,19.9,10.8,2.71,0.92,0,0,0.5,305,"50.38639,-4.8804"
25/07/2014 12:30:00,19.9,10.4,2.81,1,0,0,0.3,305,"50.38639,-4.8804"
25/07/2014 12:45:00,18,10.6,2.81,1.01,0,0,0.8,295,"50.38639,-4.8804"
25/07/2014 13:00:00,15.7,10.2,2.69,0.98,0,0,0.5,320,"50.38639,-4.8804"
25/07/2014 13:15:00,19.2,10.9,2.8,1.01,0,0,1.2,300,"50.38639,-4.8804"
25/07/2014 13:30:00,18,10.2,2.77,1.11,0,0,0.8,295,"50.38639,-4.8804"
25/07/2014 13:45:00,17.4,10.1,2.61,0.88,0,0,1.3,320,"50.38639,-4.8804"
25/07/2014 14:00:00,22,11.8,2.57,0.86,0,0,0.6,320,"50.38639,-4.8804"
25/07/2014 14:15:00,17.8,9.8,2.47,0.91,0,0,0.4,295,"50.38639,-4.8804"
25/07/2014 14:30:00,18,10.2,2.41,0.84,0,0,0.9,330,"50.38639,-4.8804"
25/07/2014 14:45:00,15.6,8.9,2.37,0.86,0,0,2.3,355,"50.38639,-4.8804"
25/07/2014 15:00:00,18.4,10.3,2.42,0.9,0,0,1.7,325,"50.38639,-4.8804"
25/07/2014 15:15:00,19.1,10.6,2.36,0.93,0,0,1.8,345,"50.38639,-4.8804"
25/07/2014 15:30:00,16.6,9,2.26,0.87,0,0,1.7,320,"50.38639,-4.8804"
25/07/2014 15:45:00,14.3,8.3,2.2,0.83,0,0,1.8,325,"50.38639,-4.8804"
25/07/2014 16:00:00,17.3,9.1,2.17,0.78,0,0,2,310,"50.38639,-4.8804"
25/07/2014 16:15:00,14.6,8.6,2.29,0.87,0,0,1.9,330,"50.38639,-4.8804"
25/07/2014 16:30:00,15.2,9.3,2.35,0.82,0,0,1.3,330,"50.38639,-4.8804"
25/07/2014 16:45:00,16.6,10.1,2.61,0.96,0,0,1.4,335,"50.38639,-4.8804"
25/07/2014 17:00:00,17.9,10.2,2.5,0.83,0,0,1.1,330,"50.38639,-4.8804"
25/07/2014 17:15:00,21.8,12.4,2.57,0.89,0,0,1.1,330,"50.38639,-4.8804"
25/07/2014 17:30:00,15.8,9.5,2.44,0.82,0,0,1.3,330,"50.38639,-4.8804"
25/07/2014 17:45:00,19.4,10.5,2.69,1.05,0,0,1.2,325,"50.38639,-4.8804"
25/07/2014 18:00:00,17.4,9.3,2.42,0.91,0,0,0.8,0,"50.38639,-4.8804"
25/07/2014 18:15:00,18.8,9.9,2.21,0.77,0,0,1.1,320,"50.38639,-4.8804"
25/07/2014 18:30:00,16.7,9.4,2.37,1.04,0,0,1.5,335,"50.38639,-4.8804"
25/07/2014 18:45:00,14.8,8.2,1.97,0.74,0,0,1,355,"50.38639,-4.8804"
25/07/2014 19:00:00,14.4,8.2,1.96,0.72,0,0,0.7,0,"50.38639,-4.8804"
25/07/2014 19:15:00,17.2,10,2.36,0.8,0,0,0.7,355,"50.38639,-4.8804"
25/07/2014 19:30:00,22.7,11.9,3.12,0.94,0,0,0.5,45,"50.38639,-4.8804"
25/07/2014 19:45:00,18.7,11.5,3.15,1.01,0,0,0.6,85,"50.38639,-4.8804"
25/07/2014 20:00:00,19.2,10.9,3.04,0.99,0,0,0.5,95,"50.38639,-4.8804"
25/07/2014 20:15:00,18.7,10.8,3.06,1.05,0,0,0.5,35,"50.38639,-4.8804"
25/07/2014 20:30:00,17.2,11.4,3.12,1,0,0,0.8,70,"50.38639,-4.8804"
25/07/2014 20:45:00,17.6,11.2,3.45,1.14,0,0,0.5,110,"50.38639,-4.8804"
25/07/2014 21:00:00,16.8,11.5,3.6,1.19,0,0,0.1,90,"50.38639,-4.8804"
25/07/2014 21:15:00,17.3,11.4,3.49,1.17,0,0,0,90,"50.38639,-4.8804"
25/07/2014 21:30:00,16.6,11.1,3.42,1.11,0,0,0.1,55,"50.38639,-4.8804"
25/07/2014 21:45:00,17.9,11.8,3.77,1.23,0,0,0.1,65,"50.38639,-4.8804"
25/07/2014 22:00:00,18.2,12.1,3.89,1.23,0,0,0.2,85,"50.38639,-4.8804"
25/07/2014 22:15:00,20.6,13.4,4.08,1.32,0,0,0,15,"50.38639,-4.8804"
25/07/2014 22:30:00,14.9,10.7,4.17,1.51,0,0,0.1,145,"50.38639,-4.8804"
25/07/2014 22:45:00,14.7,10.4,3.79,1.26,0,0,0,145,"50.38639,-4.8804"
25/07/2014 23:00:00,14.4,10.6,3.62,1.12,0,0,0,145,"50.38639,-4.8804"
25/07/2014 23:15:00,13.1,9.3,3.52,1.17,0,0,0,145,"50.38639,-4.8804"
25/07/2014 23:30:00,13.2,9.1,3.34,1.09,0,0,0,145,"50.38639,-4.8804"
25/07/2014 23:45:00,13,9.4,3.49,1.23,0,0,0,145,"50.38639,-4.8804"
26/07/2014 00:00:00,15.3,10.25,3.62,1.27,0,0,0,145,"50.38639,-4.8804"
26/07/2014 00:15:00,17.6,11.1,3.75,1.31,0,0,0,145,"50.38639,-4.8804"
26/07/2014 00:30:00,13,9.2,3.6,1.27,0,0,0,355,"50.38639,-4.8804"
26/07/2014 00:45:00,13.5,9.2,3.39,1.22,0,0,0,355,"50.38639,-4.8804"
26/07/2014 01:00:00,14.6,9.8,3.18,1.23,0,0,0,355,"50.38639,-4.8804"
26/07/2014 01:15:00,13.5,9.1,2.75,0.99,0,0,0,355,"50.38639,-4.8804"
26/07/2014 01:30:00,12.8,8.7,2.63,0.93,0,0,0,355,"50.38639,-4.8804"
26/07/2014 01:45:00,12.1,8.5,2.65,0.98,0,0,0,355,"50.38639,-4.8804"
26/07/2014 02:00:00,10.9,7.6,2.71,1.05,0,0,0,355,"50.38639,-4.8804"
26/07/2014 02:15:00,12.8,8.4,2.57,0.92,0,0,0,355,"50.38639,-4.8804"
26/07/2014 02:30:00,11.3,7.6,2.38,0.86,0,0,0,355,"50.38639,-4.8804"
26/07/2014 02:45:00,11.2,7.4,2.28,0.79,0,0,0,355,"50.38639,-4.8804"
26/07/2014 03:00:00,10,6.7,2.04,0.69,0,0,0,355,"50.38639,-4.8804"
26/07/2014 03:15:00,11.6,7.3,2.12,0.73,0,0,0,355,"50.38639,-4.8804"
26/07/2014 03:30:00,13.6,8.3,2.36,0.91,0,0,0,355,"50.38639,-4.8804"
26/07/2014 03:45:00,12.5,8.4,2.69,1.05,0,0,0,355,"50.38639,-4.8804"
26/07/2014 04:00:00,11.3,8.2,2.67,1.08,0,0,0,290,"50.38639,-4.8804"
26/07/2014 04:15:00,13.4,8.7,2.61,1.05,0,0,0,290,"50.38639,-4.8804"
26/07/2014 04:30:00,11.7,7.6,2.4,0.95,0,0,0,290,"50.38639,-4.8804"
26/07/2014 04:45:00,9.9,7,2.3,0.87,0,0,0,290,"50.38639,-4.8804"
26/07/2014 05:00:00,10.7,7.6,2.37,0.93,0,0,0,290,"50.38639,-4.8804"
26/07/2014 05:15:00,10.7,7.3,2.5,1,0,0,0,290,"50.38639,-4.8804"
26/07/2014 05:30:00,13.5,8.4,2.81,1.17,0,0,0,290,"50.38639,-4.8804"
26/07/2014 05:45:00,10.6,8,2.84,1.15,0,0,0,290,"50.38639,-4.8804"
26/07/2014 06:00:00,11.9,8.4,2.81,1.13,0,0,0,290,"50.38639,-4.8804"
26/07/2014 06:15:00,13,8,2.4,0.93,0,0,0,290,"50.38639,-4.8804"
26/07/2014 06:30:00,9.2,6.5,2.05,0.73,0,0,0,290,"50.38639,-4.8804"
26/07/2014 06:45:00,11,7,2.17,0.86,0,0,0,290,"50.38639,-4.8804"
26/07/2014 07:00:00,9.9,6.6,1.95,0.72,0,0,0,290,"50.38639,-4.8804"
26/07/2014 07:15:00,9.7,6.4,1.94,0.72,0,0,0,290,"50.38639,-4.8804"
26/07/2014 07:30:00,10.8,6.5,1.84,0.65,0,0,0,290,"50.38639,-4.8804"
26/07/2014 07:45:00,10.5,6.3,1.84,0.66,0,0,0,290,"50.38639,-4.8804"
26/07/2014 08:00:00,9.5,6.2,1.96,0.72,0,0,0.1,315,"50.38639,-4.8804"
26/07/2014 08:15:00,12,7.3,2.27,0.94,0,0,0,315,"50.38639,-4.8804"
26/07/2014 08:30:00,9.3,7,2.48,0.99,0,0,0,315,"50.38639,-4.8804"
26/07/2014 08:45:00,9.4,6.8,2.23,0.85,0,0,0,315,"50.38639,-4.8804"
26/07/2014 09:00:00,9.2,6.6,2.11,0.82,0,0,0.3,315,"50.38639,-4.8804"
26/07/2014 09:15:00,10.9,6.7,2.14,0.86,0,0,0.6,320,"50.38639,-4.8804"
26/07/2014 09:30:00,9.7,6.3,2.26,0.89,0,0,0.6,340,"50.38639,-4.8804"
26/07/2014 09:45:00,9.8,6.8,2.14,0.82,0,0,0.2,335,"50.38639,-4.8804"
26/07/2014 10:00:00,10.8,7.2,2.02,0.8,0,0,0.3,330,"50.38639,-4.8804"
26/07/2014 10:15:00,13.2,7.7,1.92,0.76,0,0,0.2,320,"50.38639,-4.8804"
26/07/2014 10:30:00,13.6,7.4,1.99,0.84,0,0,0,320,"50.38639,-4.8804"
26/07/2014 10:45:00,14.3,7.8,2.23,0.87,0,0,0.4,70,"50.38639,-4.8804"
26/07/2014 11:00:00,13.4,8.9,2.5,0.95,0,0,0.7,115,"50.38639,-4.8804"
26/07/2014 11:15:00,19.9,10.3,2.29,0.82,0,0,0.6,105,"50.38639,-4.8804"
26/07/2014 11:30:00,18.7,10.2,2.26,0.92,0,0,0.7,145,"50.38639,-4.8804"
26/07/2014 11:45:00,10.6,6.7,1.97,0.78,0,0,0.7,40,"50.38639,-4.8804"
26/07/2014 12:00:00,11.9,7.1,1.87,0.73,0,0,0.5,120,"50.38639,-4.8804"
26/07/2014 12:15:00,14.6,8.4,1.94,0.79,0,0,0.3,115,"50.38639,-4.8804"
26/07/2014 12:30:00,12.6,7.1,1.95,0.8,0,0,0.1,320,"50.38639,-4.8804"
26/07/2014 12:45:00,13.6,8.2,2.08,0.88,0,0,0.2,325,"50.38639,-4.8804"
26/07/2014 13:00:00,14.2,9,3.13,1.39,0,0,0.4,60,"50.38639,-4.8804"
26/07/2014 13:15:00,15.3,9,2.22,0.89,0,0,0.4,150,"50.38639,-4.8804"
26/07/2014 13:30:00,17.5,10.3,2.48,0.88,0,0,1.3,130,"50.38639,-4.8804"
26/07/2014 13:45:00,19.4,11.1,3.26,1.11,0,0,2,40,"50.38639,-4.8804"
26/07/2014 14:00:00,16.9,10.7,3.61,1.24,0,0,1.7,85,"50.38639,-4.8804"
26/07/2014 14:15:00,18.3,12.2,3.8,1.43,0,0,1.4,115,"50.38639,-4.8804"
26/07/2014 14:30:00,16,10.7,3.66,1.38,0,0,1.3,105,"50.38639,-4.8804"
26/07/2014 14:45:00,15.3,10.4,3.3,1.21,0,0,1,30,"50.38639,-4.8804"
26/07/2014 15:00:00,14.5,10.2,3.13,1.09,0,0,1.4,90,"50.38639,-4.8804"
26/07/2014 15:15:00,14.8,10.6,3.36,1.17,0,0,1.7,60,"50.38639,-4.8804"
26/07/2014 15:30:00,15.4,10.4,3.5,1.2,0,0,1.7,75,"50.38639,-4.8804"
26/07/2014 15:45:00,14,10.2,3.39,1.16,0,0,1.5,75,"50.38639,-4.8804"
26/07/2014 16:00:00,13.7,9.8,3.15,1.01,0,0,1.4,95,"50.38639,-4.8804"
26/07/2014 16:15:00,13.9,9.6,2.98,0.95,0,0,1.2,85,"50.38639,-4.8804"
26/07/2014 16:30:00,13.3,9.2,3.34,1.02,0,0,1.5,60,"50.38639,-4.8804"
26/07/2014 16:45:00,13,9.1,3.4,1.02,0,0,1.8,115,"50.38639,-4.8804"
26/07/2014 17:00:00,14.7,10.2,3.58,1.13,0,0,1.5,95,"50.38639,-4.8804"
26/07/2014 17:15:00,15.7,10.6,3.61,1.11,0,0,1.2,65,"50.38639,-4.8804"
26/07/2014 17:30:00,16.3,11.3,3.92,1.16,0,0,1.3,40,"50.38639,-4.8804"
26/07/2014 17:45:00,16.3,11.4,4.24,1.27,0,0,1.8,75,"50.38639,-4.8804"
26/07/2014 18:00:00,15.7,12.1,4.27,1.29,0,0,1.5,50,"50.38639,-4.8804"
26/07/2014 18:15:00,18.9,13.2,4.37,1.33,0,0,1.1,105,"50.38639,-4.8804"
26/07/2014 18:30:00,15.8,11.6,4.3,1.34,0,0,1.1,65,"50.38639,-4.8804"
26/07/2014 18:45:00,12.9,10.2,4.09,1.26,0,0,1.1,90,"50.38639,-4.8804"
26/07/2014 19:00:00,15.2,11.2,4.29,1.29,0,0,1.2,45,"50.38639,-4.8804"
26/07/2014 19:15:00,16.3,12.2,4.31,1.27,0,0,1.1,40,"50.38639,-4.8804"
26/07/2014 19:30:00,15.6,12.3,4.48,1.23,0,0,0.9,105,"50.38639,-4.8804"
26/07/2014 19:45:00,15.5,11.9,4.34,1.28,0,0,0.3,85,"50.38639,-4.8804"
26/07/2014 20:00:00,13.7,11.4,4.4,1.21,0,0,0.2,60,"50.38639,-4.8804"
26/07/2014 20:15:00,15.7,11.8,4.35,1.14,0,0,0.4,85,"50.38639,-4.8804"
